index,Item Type,Serving Size,Calories,fat,Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),carbs,Dietary Fiber (g),Total Sugars (g),Added Sugars (g),protein,Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Table Type,as_of,Drink Type,oz_int,Total Fat_calories,Total Carb_calories,Protein_calories,calc_cals,Total Fat_pct,Total Carb_pct,Protein_pct,cals_match
7,French Vanilla Swirl Hot Cappuccino with Skim Milk - Small,10 oz.,150.0,0.0,0.0,0.0,5.0,85.0,32.0,0.0,30.0,21.0,5.0,1.0,392.0,192.0,0.0,Hot Cappuccino,12-15-2022,hot,10,0.0,128.0,20.0,148.0,0.0,86.49,13.51,True
8,French Vanilla Swirl Hot Cappuccino with Whole Milk - Large,20 oz.,370.0,8.0,4.5,0.0,30.0,170.0,64.0,0.0,60.0,42.0,10.0,3.0,724.0,361.0,0.0,Hot Cappuccino,12-15-2022,hot,20,72.0,256.0,40.0,368.0,19.57,69.57,10.87,True
9,French Vanilla Swirl Hot Cappuccino with Whole Milk - Medium,14 oz.,280.0,6.0,3.5,0.0,20.0,130.0,48.0,0.0,45.0,31.0,8.0,2.0,539.0,271.0,0.0,Hot Cappuccino,12-15-2022,hot,14,54.0,192.0,32.0,278.0,19.42,69.06,11.51,True
10,French Vanilla Swirl Hot Cappuccino with Whole Milk - Small,10 oz.,190.0,4.0,2.5,0.0,15.0,85.0,32.0,0.0,30.0,21.0,5.0,2.0,362.0,181.0,0.0,Hot Cappuccino,12-15-2022,hot,10,36.0,128.0,20.0,184.0,19.57,69.57,10.87,True
11,Mocha Swirl Hot Cappuccino with Skim Milk - Large,20 oz.,300.0,1.0,0.5,0.0,5.0,140.0,64.0,2.0,58.0,46.0,10.0,3.0,825.0,311.0,2.0,Hot Cappuccino,12-15-2022,hot,20,9.0,256.0,40.0,305.0,2.95,83.93,13.11,True
12,Mocha Swirl Hot Cappuccino with Skim Milk - Medium,14 oz.,220.0,1.0,0.5,0.0,5.0,105.0,48.0,2.0,43.0,34.0,7.0,2.0,614.0,233.0,1.0,Hot Cappuccino,12-15-2022,hot,14,9.0,192.0,28.0,229.0,3.93,83.84,12.23,True
13,Mocha Swirl Hot Cappuccino with Skim Milk - Small,10 oz.,150.0,0.5,0.0,0.0,0.0,70.0,32.0,1.0,29.0,23.0,5.0,1.0,412.0,156.0,1.0,Hot Cappuccino,12-15-2022,hot,10,4.5,128.0,20.0,152.5,2.95,83.93,13.11,True
14,Mocha Swirl Hot Cappuccino with Whole Milk - Large,20 oz.,360.0,9.0,5.0,0.0,25.0,140.0,63.0,2.0,57.0,46.0,9.0,3.0,765.0,288.0,2.0,Hot Cappuccino,12-15-2022,hot,20,81.0,252.0,36.0,369.0,21.95,68.29,9.76,True
15,Mocha Swirl Hot Cappuccino with Whole Milk - Medium,14 oz.,270.0,7.0,4.0,0.0,20.0,110.0,48.0,2.0,43.0,34.0,7.0,2.0,569.0,216.0,1.0,Hot Cappuccino,12-15-2022,hot,14,63.0,192.0,28.0,283.0,22.26,67.84,9.89,False
16,Mocha Swirl Hot Cappuccino with Whole Milk - Small,10 oz.,180.0,4.5,2.5,0.0,10.0,70.0,32.0,1.0,29.0,23.0,5.0,2.0,382.0,144.0,1.0,Hot Cappuccino,12-15-2022,hot,10,40.5,128.0,20.0,188.5,21.49,67.9,10.61,True
0,Box 'O Joe(R) Hot Chocolate, oz.,220.0,7.0,6.0,0.0,0.0,210.0,40.0,2.0,32.0,31.0,2.0,0.0,150.0,34.0,0.0,Hot Chocolate,12-15-2022,hot,,63.0,160.0,8.0,231.0,27.27,69.26,3.46,False
1,Hot Chocolate with Espresso Shot - Large,20 oz.,400.0,12.0,11.0,0.0,0.0,390.0,71.0,3.0,55.0,53.0,3.0,0.0,354.0,61.0,1.0,Hot Chocolate,12-15-2022,hot,20,108.0,284.0,12.0,404.0,26.73,70.3,2.97,True
2,Hot Chocolate with Espresso Shot - Medium,14 oz.,280.0,9.0,8.0,0.0,0.0,280.0,51.0,2.0,39.0,38.0,2.0,0.0,251.0,43.0,0.0,Hot Chocolate,12-15-2022,hot,14,81.0,204.0,8.0,293.0,27.65,69.62,2.73,False
3,Hot Chocolate with Espresso Shot - Small,10 oz.,190.0,6.0,5.0,0.0,0.0,190.0,35.0,1.0,27.0,26.0,2.0,0.0,173.0,30.0,0.0,Hot Chocolate,12-15-2022,hot,10,54.0,140.0,8.0,202.0,26.73,69.31,3.96,False
4,Original Hot Chocolate - Extra Large, oz.,500.0,15.0,14.0,0.0,0.0,480.0,89.0,3.0,71.0,68.0,4.0,0.0,335.0,76.0,1.0,Hot Chocolate,12-15-2022,hot,,135.0,356.0,16.0,507.0,26.63,70.22,3.16,True
5,Original Hot Chocolate - Large,20 oz.,460.0,14.0,13.0,0.0,0.0,440.0,82.0,3.0,65.0,63.0,4.0,0.0,308.0,70.0,1.0,Hot Chocolate,12-15-2022,hot,20,126.0,328.0,16.0,470.0,26.81,69.79,3.4,True
6,Original Hot Chocolate - Medium,14 oz.,330.0,10.0,9.0,0.0,0.0,320.0,59.0,2.0,46.0,45.0,3.0,0.0,220.0,50.0,0.0,Hot Chocolate,12-15-2022,hot,14,90.0,236.0,12.0,338.0,26.63,69.82,3.55,True
7,Original Hot Chocolate - Small,10 oz.,220.0,7.0,6.0,0.0,0.0,210.0,40.0,2.0,32.0,31.0,2.0,0.0,150.0,34.0,0.0,Hot Chocolate,12-15-2022,hot,10,63.0,160.0,8.0,231.0,27.27,69.26,3.46,False
0,Box 'O Joe®, oz.,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,6.0,0.0,Hot Coffee,12-15-2022,hot,,0.0,0.0,0.0,0.0,,,,True
1,Café Au Lait with Skim Milk - Large,20 oz.,90.0,0.0,0.0,0.0,5.0,110.0,12.0,0.0,12.0,0.0,9.0,3.0,537.0,305.0,0.0,Hot Coffee,12-15-2022,hot,20,0.0,48.0,36.0,84.0,0.0,57.14,42.86,True
2,Café Au Lait with Skim Milk - Medium,14 oz.,70.0,0.0,0.0,0.0,5.0,80.0,9.0,0.0,9.0,0.0,7.0,2.0,416.0,229.0,0.0,Hot Coffee,12-15-2022,hot,14,0.0,36.0,28.0,64.0,0.0,56.25,43.75,True
3,Café Au Lait with Skim Milk - Small,10 oz.,45.0,0.0,0.0,0.0,0.0,55.0,6.0,0.0,6.0,0.0,4.0,1.0,269.0,152.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,24.0,16.0,40.0,0.0,60.0,40.0,True
4,Café Au Lait with Whole Milk - Large,20 oz.,150.0,8.0,4.5,0.0,25.0,110.0,12.0,0.0,12.0,0.0,8.0,3.0,477.0,282.0,0.0,Hot Coffee,12-15-2022,hot,20,72.0,48.0,32.0,152.0,47.37,31.58,21.05,True
5,Café Au Lait with Whole Milk - Medium,14 oz.,110.0,6.0,3.5,0.0,20.0,85.0,9.0,0.0,9.0,0.0,6.0,2.0,371.0,212.0,0.0,Hot Coffee,12-15-2022,hot,14,54.0,36.0,24.0,114.0,47.37,31.58,21.05,True
6,Café Au Lait with Whole Milk - Small,10 oz.,80.0,4.0,2.5,0.0,10.0,55.0,6.0,0.0,6.0,0.0,4.0,2.0,239.0,141.0,0.0,Hot Coffee,12-15-2022,hot,10,36.0,24.0,16.0,76.0,47.37,31.58,21.05,True
7,Caramel Swirl Hot Coffee with Black - Extra Large, oz.,280.0,0.0,0.0,0.0,5.0,95.0,64.0,0.0,64.0,58.0,4.0,0.0,712.0,140.0,0.0,Hot Coffee,12-15-2022,hot,,0.0,256.0,16.0,272.0,0.0,94.12,5.88,True
8,Caramel Swirl Hot Coffee with Black - Large,20 oz.,230.0,0.0,0.0,0.0,5.0,75.0,52.0,0.0,51.0,46.0,3.0,0.0,580.0,113.0,0.0,Hot Coffee,12-15-2022,hot,20,0.0,208.0,12.0,220.0,0.0,94.55,5.45,True
9,Caramel Swirl Hot Coffee with Black - Medium,14 oz.,170.0,0.0,0.0,0.0,5.0,60.0,39.0,0.0,38.0,35.0,3.0,0.0,448.0,85.0,0.0,Hot Coffee,12-15-2022,hot,14,0.0,156.0,12.0,168.0,0.0,92.86,7.14,True
10,Caramel Swirl Hot Coffee with Black - Small,10 oz.,110.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,26.0,23.0,2.0,0.0,316.0,57.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,104.0,8.0,112.0,0.0,92.86,7.14,True
11,Caramel Swirl Hot Coffee with Cream - Extra Large, oz.,420.0,15.0,8.0,0.0,50.0,150.0,67.0,0.0,66.0,58.0,6.0,1.0,782.0,208.0,0.0,Hot Coffee,12-15-2022,hot,,135.0,268.0,24.0,427.0,31.62,62.76,5.62,True
12,Caramel Swirl Hot Coffee with Cream - Large,20 oz.,340.0,12.0,6.0,0.0,40.0,120.0,53.0,0.0,53.0,46.0,5.0,1.0,636.0,167.0,0.0,Hot Coffee,12-15-2022,hot,20,108.0,212.0,20.0,340.0,31.76,62.35,5.88,True
0,Caramel Swirl Hot Coffee with Cream - Medium,14 oz.,260.0,9.0,4.5,0.0,30.0,90.0,40.0,0.0,40.0,35.0,4.0,0.0,490.0,126.0,0.0,Hot Coffee,12-15-2022,hot,14,81.0,160.0,16.0,257.0,31.52,62.26,6.23,True
1,Caramel Swirl Hot Coffee with Cream - Small,10 oz.,170.0,6.0,3.0,0.0,20.0,60.0,27.0,0.0,26.0,23.0,3.0,0.0,344.0,84.0,0.0,Hot Coffee,12-15-2022,hot,10,54.0,108.0,12.0,174.0,31.03,62.07,6.9,True
2,French Vanilla Swirl Hot Coffee - Extra Large, oz.,280.0,0.0,0.0,0.0,5.0,85.0,64.0,0.0,61.0,52.0,4.0,0.0,666.0,116.0,0.0,Hot Coffee,12-15-2022,hot,,0.0,256.0,16.0,272.0,0.0,94.12,5.88,True
3,French Vanilla Swirl Hot Coffee - Large,20 oz.,220.0,0.0,0.0,0.0,5.0,70.0,51.0,0.0,49.0,42.0,3.0,0.0,543.0,93.0,0.0,Hot Coffee,12-15-2022,hot,20,0.0,204.0,12.0,216.0,0.0,94.44,5.56,True
4,French Vanilla Swirl Hot Coffee - Medium,14 oz.,170.0,0.0,0.0,0.0,5.0,50.0,38.0,0.0,37.0,31.0,2.0,0.0,420.0,71.0,0.0,Hot Coffee,12-15-2022,hot,14,0.0,152.0,8.0,160.0,0.0,95.0,5.0,True
5,French Vanilla Swirl Hot Coffee - Small,10 oz.,110.0,0.0,0.0,0.0,0.0,35.0,26.0,0.0,24.0,21.0,2.0,0.0,298.0,48.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,104.0,8.0,112.0,0.0,92.86,7.14,True
6,French Vanilla Swirl Hot Coffee with Cream - Extra Large, oz.,420.0,15.0,8.0,0.0,50.0,135.0,66.0,0.0,63.0,52.0,6.0,1.0,736.0,184.0,0.0,Hot Coffee,12-15-2022,hot,,135.0,264.0,24.0,423.0,31.91,62.41,5.67,True
7,French Vanilla Swirl Hot Coffee with Cream - Large,20 oz.,340.0,12.0,6.0,0.0,40.0,110.0,53.0,0.0,50.0,42.0,5.0,1.0,599.0,147.0,0.0,Hot Coffee,12-15-2022,hot,20,108.0,212.0,20.0,340.0,31.76,62.35,5.88,True
8,French Vanilla Swirl Hot Coffee with Cream - Medium,14 oz.,250.0,9.0,4.5,0.0,30.0,85.0,40.0,0.0,38.0,31.0,4.0,0.0,463.0,111.0,0.0,Hot Coffee,12-15-2022,hot,14,81.0,160.0,16.0,257.0,31.52,62.26,6.23,True
9,French Vanilla Swirl Hot Coffee with Cream - Small,10 oz.,170.0,6.0,3.0,0.0,20.0,55.0,26.0,0.0,25.0,21.0,2.0,0.0,326.0,75.0,0.0,Hot Coffee,12-15-2022,hot,10,54.0,104.0,8.0,166.0,32.53,62.65,4.82,True
10,Hot Coffee - Extra Large, oz.,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,311.0,13.0,0.0,Hot Coffee,12-15-2022,hot,,0.0,0.0,4.0,4.0,0.0,0.0,100.0,True
11,Hot Coffee - Large,20 oz.,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,259.0,11.0,0.0,Hot Coffee,12-15-2022,hot,20,0.0,0.0,4.0,4.0,0.0,0.0,100.0,True
12,Hot Coffee - Medium,14 oz.,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,207.0,8.0,0.0,Hot Coffee,12-15-2022,hot,14,0.0,0.0,4.0,4.0,0.0,0.0,100.0,True
13,Hot Coffee - Small,10 oz.,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,6.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,0.0,0.0,0.0,,,,True
14,Hot Coffee with AlmondMilk - Extra Large, oz.,45.0,1.5,0.0,0.0,0.0,85.0,7.0,0.0,7.0,6.0,1.0,1.0,344.0,243.0,0.0,Hot Coffee,12-15-2022,hot,,13.5,28.0,4.0,45.5,29.67,61.54,8.79,True
15,Hot Coffee with AlmondMilk - Large,20 oz.,35.0,1.0,0.0,0.0,0.0,65.0,5.0,0.0,5.0,5.0,1.0,1.0,284.0,183.0,0.0,Hot Coffee,12-15-2022,hot,20,9.0,20.0,4.0,33.0,27.27,60.61,12.12,True
16,Hot Coffee with AlmondMilk - Medium,14 oz.,25.0,0.5,0.0,0.0,0.0,45.0,4.0,0.0,3.0,3.0,1.0,1.0,198.0,123.0,0.0,Hot Coffee,12-15-2022,hot,14,4.5,16.0,4.0,24.5,18.37,65.31,16.33,True
17,Hot Coffee with AlmondMilk - Small,10 oz.,15.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,2.0,2.0,0.0,0.0,138.0,63.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,8.0,0.0,8.0,0.0,100.0,0.0,True
18,Hot Coffee with Coconutmilk - Extra Large, oz.,25.0,2.0,1.5,0.0,0.0,35.0,1.0,0.0,0.0,0.0,1.0,2.0,389.0,262.0,0.0,Hot Coffee,12-15-2022,hot,,18.0,4.0,4.0,26.0,69.23,15.38,15.38,True
19,Hot Coffee with Coconutmilk - Large,20 oz.,20.0,1.5,1.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,1.0,1.0,311.0,197.0,0.0,Hot Coffee,12-15-2022,hot,20,13.5,4.0,4.0,21.5,62.79,18.6,18.6,True
20,Hot Coffee with Coconutmilk - Medium,14 oz.,15.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,234.0,133.0,0.0,Hot Coffee,12-15-2022,hot,14,9.0,0.0,4.0,13.0,69.23,0.0,30.77,True
21,Hot Coffee with Coconutmilk - Small,10 oz.,10.0,0.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,69.0,0.0,Hot Coffee,12-15-2022,hot,10,4.5,0.0,0.0,4.5,100.0,0.0,0.0,True
22,Hot Coffee with Cream - Extra Large, oz.,150.0,15.0,8.0,0.0,45.0,65.0,2.0,0.0,2.0,0.0,3.0,1.0,381.0,80.0,0.0,Hot Coffee,12-15-2022,hot,,135.0,8.0,12.0,155.0,87.1,5.16,7.74,True
23,Hot Coffee with Cream - Large,20 oz.,120.0,12.0,6.0,0.0,35.0,55.0,2.0,0.0,2.0,0.0,2.0,1.0,315.0,64.0,0.0,Hot Coffee,12-15-2022,hot,20,108.0,8.0,8.0,124.0,87.1,6.45,6.45,True
24,Hot Coffee with Cream - Medium,14 oz.,90.0,9.0,4.5,0.0,25.0,40.0,1.0,0.0,1.0,0.0,2.0,0.0,249.0,49.0,0.0,Hot Coffee,12-15-2022,hot,14,81.0,4.0,8.0,93.0,87.1,4.3,8.6,True
25,Hot Coffee with Cream - Small,10 oz.,60.0,6.0,3.0,0.0,20.0,30.0,1.0,0.0,1.0,0.0,1.0,0.0,183.0,33.0,0.0,Hot Coffee,12-15-2022,hot,10,54.0,4.0,4.0,62.0,87.1,6.45,6.45,True
0,Hot Coffee with Cream and Sugar - Extra Large, oz.,320.0,15.0,8.0,0.0,45.0,65.0,46.0,0.0,46.0,43.0,3.0,1.0,382.0,80.0,0.0,Hot Coffee,12-15-2022,hot,,135.0,184.0,12.0,331.0,40.79,55.59,3.63,False
1,Hot Coffee with Cream and Sugar - Large,20 oz.,260.0,12.0,6.0,0.0,35.0,55.0,37.0,0.0,36.0,35.0,2.0,1.0,316.0,65.0,0.0,Hot Coffee,12-15-2022,hot,20,108.0,148.0,8.0,264.0,40.91,56.06,3.03,True
2,Hot Coffee with Cream and Sugar - Medium,14 oz.,190.0,9.0,4.5,0.0,25.0,40.0,27.0,0.0,27.0,26.0,2.0,0.0,250.0,49.0,0.0,Hot Coffee,12-15-2022,hot,14,81.0,108.0,8.0,197.0,41.12,54.82,4.06,True
3,Hot Coffee with Cream and Sugar - Small,10 oz.,130.0,6.0,3.0,0.0,20.0,30.0,18.0,0.0,18.0,17.0,1.0,0.0,184.0,34.0,0.0,Hot Coffee,12-15-2022,hot,10,54.0,72.0,4.0,130.0,41.54,55.38,3.08,True
4,Hot Coffee with Oatmilk - Extra Large, oz.,60.0,1.5,0.0,0.0,0.0,65.0,10.0,1.0,2.0,2.0,1.0,3.0,427.0,177.0,0.0,Hot Coffee,12-15-2022,hot,,13.5,40.0,4.0,57.5,23.48,69.57,6.96,True
5,Hot Coffee with Oatmilk - Large,20 oz.,45.0,1.5,0.0,0.0,0.0,50.0,8.0,1.0,2.0,1.0,1.0,2.0,340.0,133.0,0.0,Hot Coffee,12-15-2022,hot,20,13.5,32.0,4.0,49.5,27.27,64.65,8.08,True
6,Hot Coffee with Oatmilk - Medium,14 oz.,30.0,1.0,0.0,0.0,0.0,35.0,5.0,1.0,1.0,1.0,1.0,1.0,253.0,90.0,0.0,Hot Coffee,12-15-2022,hot,14,9.0,20.0,4.0,33.0,27.27,60.61,12.12,True
7,Hot Coffee with Oatmilk - Small,10 oz.,15.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,1.0,0.0,1.0,1.0,165.0,47.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,12.0,4.0,16.0,0.0,75.0,25.0,True
8,Hot Coffee with Skim Milk - Extra Large, oz.,30.0,0.0,0.0,0.0,0.0,45.0,4.0,0.0,4.0,0.0,3.0,1.0,396.0,105.0,0.0,Hot Coffee,12-15-2022,hot,,0.0,16.0,12.0,28.0,0.0,57.14,42.86,True
9,Hot Coffee with Skim Milk - Large,20 oz.,25.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,3.0,0.0,3.0,1.0,328.0,84.0,0.0,Hot Coffee,12-15-2022,hot,20,0.0,12.0,12.0,24.0,0.0,50.0,50.0,True
10,Hot Coffee with Skim Milk - Medium,14 oz.,20.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,2.0,0.0,2.0,1.0,259.0,64.0,0.0,Hot Coffee,12-15-2022,hot,14,0.0,8.0,8.0,16.0,0.0,50.0,50.0,True
11,Hot Coffee with Skim Milk - Small,10 oz.,15.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,2.0,0.0,1.0,0.0,190.0,43.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,8.0,4.0,12.0,0.0,66.67,33.33,True
12,Hot Coffee with Skim Milk and Sugar - Extra Large, oz.,200.0,0.0,0.0,0.0,0.0,45.0,47.0,0.0,47.0,43.0,3.0,1.0,398.0,105.0,0.0,Hot Coffee,12-15-2022,hot,,0.0,188.0,12.0,200.0,0.0,94.0,6.0,True
13,Hot Coffee with Skim Milk and Sugar - Large,20 oz.,160.0,0.0,0.0,0.0,0.0,35.0,38.0,0.0,38.0,35.0,3.0,1.0,329.0,85.0,0.0,Hot Coffee,12-15-2022,hot,20,0.0,152.0,12.0,164.0,0.0,92.68,7.32,True
14,Hot Coffee with Skim Milk and Sugar - Medium,14 oz.,120.0,0.0,0.0,0.0,0.0,25.0,28.0,0.0,28.0,26.0,2.0,1.0,260.0,64.0,0.0,Hot Coffee,12-15-2022,hot,14,0.0,112.0,8.0,120.0,0.0,93.33,6.67,True
15,Hot Coffee with Skim Milk and Sugar - Small,10 oz.,80.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,19.0,17.0,1.0,0.0,190.0,43.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,76.0,4.0,80.0,0.0,95.0,5.0,True
16,Hot Coffee with Sugar - Extra Large, oz.,170.0,0.0,0.0,0.0,0.0,15.0,44.0,0.0,43.0,43.0,1.0,0.0,311.0,13.0,0.0,Hot Coffee,12-15-2022,hot,,0.0,176.0,4.0,180.0,0.0,97.78,2.22,True
17,Hot Coffee with Sugar - Large,20 oz.,140.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,35.0,35.0,1.0,0.0,260.0,11.0,0.0,Hot Coffee,12-15-2022,hot,20,0.0,140.0,4.0,144.0,0.0,97.22,2.78,True
18,Hot Coffee with Sugar - Medium,14 oz.,110.0,0.0,0.0,0.0,0.0,10.0,26.0,0.0,26.0,26.0,1.0,0.0,208.0,9.0,0.0,Hot Coffee,12-15-2022,hot,14,0.0,104.0,4.0,108.0,0.0,96.3,3.7,True
19,Hot Coffee with Sugar - Small,10 oz.,70.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,17.0,17.0,0.0,0.0,156.0,7.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,68.0,0.0,68.0,0.0,100.0,0.0,True
20,Hot Coffee with Whole Milk - Extra Large, oz.,50.0,2.5,1.5,0.0,10.0,45.0,4.0,0.0,4.0,0.0,3.0,1.0,379.0,98.0,0.0,Hot Coffee,12-15-2022,hot,,22.5,16.0,12.0,50.5,44.55,31.68,23.76,True
21,Hot Coffee with Whole Milk - Large,20 oz.,40.0,2.0,1.0,0.0,5.0,35.0,3.0,0.0,3.0,0.0,2.0,1.0,313.0,78.0,0.0,Hot Coffee,12-15-2022,hot,20,18.0,12.0,8.0,38.0,47.37,31.58,21.05,True
22,Hot Coffee with Whole Milk - Medium,14 oz.,30.0,1.5,1.0,0.0,5.0,25.0,2.0,0.0,2.0,0.0,2.0,1.0,248.0,59.0,0.0,Hot Coffee,12-15-2022,hot,14,13.5,8.0,8.0,29.5,45.76,27.12,27.12,True
23,Hot Coffee with Whole Milk - Small,10 oz.,20.0,1.0,0.5,0.0,5.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,183.0,40.0,0.0,Hot Coffee,12-15-2022,hot,10,9.0,4.0,4.0,17.0,52.94,23.53,23.53,True
24,Hot Coffee with Whole Milk and Sugar - Extra Large, oz.,220.0,2.5,1.5,0.0,10.0,45.0,47.0,0.0,47.0,43.0,3.0,1.0,380.0,98.0,0.0,Hot Coffee,12-15-2022,hot,,22.5,188.0,12.0,222.5,10.11,84.49,5.39,True
25,Hot Coffee with Whole Milk and Sugar - Large,20 oz.,190.0,2.0,1.0,0.0,5.0,35.0,42.0,0.0,42.0,39.0,2.0,1.0,314.0,79.0,0.0,Hot Coffee,12-15-2022,hot,20,18.0,168.0,8.0,194.0,9.28,86.6,4.12,True
0,Hot Coffee with Whole Milk and Sugar - Medium,14 oz.,130.0,1.5,1.0,0.0,5.0,30.0,28.0,0.0,28.0,26.0,2.0,1.0,249.0,60.0,0.0,Hot Coffee,12-15-2022,hot,14,13.5,112.0,8.0,133.5,10.11,83.9,5.99,True
1,Hot Coffee with Whole Milk and Sugar - Small,10 oz.,90.0,1.0,0.5,0.0,5.0,20.0,19.0,0.0,19.0,17.0,1.0,0.0,183.0,40.0,0.0,Hot Coffee,12-15-2022,hot,10,9.0,76.0,4.0,89.0,10.11,85.39,4.49,True
2,Mocha Swirl Hot Coffee - Extra Large, oz.,260.0,1.0,0.5,0.0,0.0,45.0,63.0,3.0,57.0,57.0,3.0,0.0,717.0,25.0,2.0,Hot Coffee,12-15-2022,hot,,9.0,252.0,12.0,273.0,3.3,92.31,4.4,False
3,Mocha Swirl Hot Coffee - Large,20 oz.,210.0,1.0,0.0,0.0,0.0,40.0,50.0,2.0,46.0,46.0,2.0,0.0,584.0,20.0,2.0,Hot Coffee,12-15-2022,hot,20,9.0,200.0,8.0,217.0,4.15,92.17,3.69,True
4,Mocha Swirl Hot Coffee - Medium,14 oz.,160.0,0.5,0.0,0.0,0.0,30.0,38.0,2.0,34.0,34.0,2.0,0.0,451.0,16.0,1.0,Hot Coffee,12-15-2022,hot,14,4.5,152.0,8.0,164.5,2.74,92.4,4.86,True
5,Mocha Swirl Hot Coffee - Small,10 oz.,110.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,23.0,23.0,1.0,0.0,318.0,11.0,1.0,Hot Coffee,12-15-2022,hot,10,0.0,100.0,4.0,104.0,0.0,96.15,3.85,True
6,Mocha Swirl Hot Coffee with Cream - Extra Large, oz.,410.0,15.0,8.0,0.0,45.0,100.0,65.0,3.0,59.0,57.0,5.0,1.0,787.0,92.0,2.0,Hot Coffee,12-15-2022,hot,,135.0,260.0,20.0,415.0,32.53,62.65,4.82,True
7,Mocha Swirl Hot Coffee with Cream - Large,20 oz.,330.0,12.0,7.0,0.0,35.0,80.0,52.0,2.0,47.0,46.0,4.0,1.0,650.0,74.0,2.0,Hot Coffee,12-15-2022,hot,20,108.0,208.0,16.0,332.0,32.53,62.65,4.82,True
8,Mocha Swirl Hot Coffee with Cream - Medium,14 oz.,240.0,9.0,5.0,0.0,25.0,60.0,39.0,2.0,35.0,34.0,3.0,0.0,493.0,56.0,1.0,Hot Coffee,12-15-2022,hot,14,81.0,156.0,12.0,249.0,32.53,62.65,4.82,True
9,Mocha Swirl Hot Coffee with Cream - Small,10 oz.,160.0,6.0,3.5,0.0,20.0,40.0,26.0,1.0,24.0,23.0,2.0,0.0,346.0,38.0,1.0,Hot Coffee,12-15-2022,hot,10,54.0,104.0,8.0,166.0,32.53,62.65,4.82,True
0,Café con Leche - Large,20 oz.,340.0,12.0,7.0,0.0,35.0,170.0,47.0,0.0,46.0,28.0,12.0,5.0,576.0,415.0,0.0,Hot Espresso,12-15-2022,hot,20,108.0,188.0,48.0,344.0,31.4,54.65,13.95,True
1,Café con Leche - Medium,14 oz.,250.0,9.0,5.0,0.0,25.0,125.0,35.0,0.0,34.0,21.0,9.0,4.0,427.0,312.0,0.0,Hot Espresso,12-15-2022,hot,14,81.0,140.0,36.0,257.0,31.52,54.47,14.01,True
2,Café con Leche - Small,10 oz.,170.0,6.0,3.5,0.0,20.0,85.0,23.0,0.0,23.0,14.0,6.0,2.0,288.0,208.0,0.0,Hot Espresso,12-15-2022,hot,10,54.0,92.0,24.0,170.0,31.76,54.12,14.12,True
3,Cortadito, oz.,80.0,1.0,0.5,0.0,5.0,20.0,16.0,0.0,16.0,14.0,1.0,0.0,87.0,35.0,0.0,Hot Espresso,12-15-2022,hot,,9.0,64.0,4.0,77.0,11.69,83.12,5.19,True
4,Espresso with Sugar, oz.,60.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,14.0,14.0,0.0,0.0,46.0,1.0,0.0,Hot Espresso,12-15-2022,hot,,0.0,60.0,0.0,60.0,0.0,100.0,0.0,True
5,Hot Espresso, oz.,5.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,Hot Espresso,12-15-2022,hot,,0.0,4.0,0.0,4.0,0.0,100.0,0.0,True
0,Caramel Craze Signature Hot Latte with Skim Milk - Large,20 oz.,440.0,6.0,3.5,0.0,30.0,240.0,80.0,0.0,75.0,51.0,16.0,5.0,1070.0,576.0,0.0,Hot Latte,12-15-2022,hot,20,54.0,320.0,64.0,438.0,12.33,73.06,14.61,True
