index,Item Type,Serving Size,Calories,fat,Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),carbs,Dietary Fiber (g),Total Sugars (g),Added Sugars (g),protein,Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Table Type,as_of,Drink Type,oz_int,Total Fat_calories,Total Carb_calories,Protein_calories,calc_cals,Total Fat_pct,Total Carb_pct,Protein_pct,cals_match
0,Avocado & Roasted Tomato Toast,1 Piece,260.0,10.0,1.5,0.0,0.0,630.0,37.0,7.0,4.0,0.0,7.0,0.0,626.0,36.0,2.0,Avocado Toast,12-15-2022,,,90.0,148.0,28.0,266.0,33.83,55.64,10.53,True
0,Caramel Cold Brew with Sweet Cold Foam - Large,32 oz.,340.0,4.0,2.5,0.0,15.0,115.0,70.0,0.0,67.0,61.0,4.0,0.0,613.0,158.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,36.0,280.0,16.0,332.0,10.84,84.34,4.82,True
1,Caramel Cold Brew with Sweet Cold Foam - Medium,24 oz.,240.0,3.0,1.5,0.0,10.0,85.0,51.0,0.0,49.0,45.0,3.0,0.0,455.0,115.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,27.0,204.0,12.0,243.0,11.11,83.95,4.94,True
2,Caramel Cold Brew with Sweet Cold Foam - Small,16 oz.,190.0,2.5,1.5,0.0,10.0,65.0,38.0,0.0,37.0,33.0,2.0,0.0,317.0,86.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,22.5,152.0,8.0,182.5,12.33,83.29,4.38,True
3,Cold Brew Coffee with Oatmilk - Large,32 oz.,50.0,1.5,0.0,0.0,0.0,65.0,8.0,1.0,2.0,1.0,1.0,2.0,397.0,145.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,13.5,32.0,4.0,49.5,27.27,64.65,8.08,True
4,Cold Brew Coffee with Oatmilk - Medium,24 oz.,30.0,1.0,0.0,0.0,0.0,45.0,5.0,1.0,1.0,1.0,1.0,1.0,289.0,98.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,9.0,20.0,4.0,33.0,27.27,60.61,12.12,True
5,Cold Brew Coffee with Oatmilk - Small,16 oz.,15.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,1.0,0.0,1.0,1.0,181.0,52.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,0.0,12.0,4.0,16.0,0.0,75.0,25.0,True
6,The Charli Cold Foam - Large,32 oz.,340.0,4.0,2.5,0.0,15.0,115.0,70.0,0.0,68.0,61.0,4.0,0.0,613.0,159.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,36.0,280.0,16.0,332.0,10.84,84.34,4.82,True
7,The Charli Cold Foam - Medium,24 oz.,250.0,3.0,1.5,0.0,10.0,85.0,52.0,0.0,50.0,45.0,3.0,0.0,455.0,116.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,27.0,208.0,12.0,247.0,10.93,84.21,4.86,True
8,The Charli Cold Foam - Small,16 oz.,190.0,2.5,1.5,0.0,10.0,65.0,39.0,0.0,37.0,34.0,2.0,0.0,317.0,87.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,22.5,156.0,8.0,186.5,12.06,83.65,4.29,True
9,Toasted Almond Cold Brew - Large,32 oz.,15.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,295.0,22.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,0.0,4.0,4.0,8.0,0.0,50.0,50.0,True
10,Toasted Almond Cold Brew - Medium,24 oz.,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,15.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,0.0,0.0,4.0,4.0,0.0,0.0,100.0,True
11,Toasted Almond Cold Brew - Small,16 oz.,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,11.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,0.0,0.0,0.0,0.0,,,,True
12,Vanilla Cold Brew with Sweet Cold Foam - Large,32 oz.,130.0,4.0,2.5,0.0,10.0,50.0,19.0,0.0,16.0,15.0,2.0,0.0,266.0,55.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,36.0,76.0,8.0,120.0,30.0,63.33,6.67,True
13,Vanilla Cold Brew with Sweet Cold Foam - Medium,24 oz.,90.0,3.0,1.5,0.0,10.0,35.0,13.0,0.0,11.0,10.0,1.0,0.0,195.0,38.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,27.0,52.0,4.0,83.0,32.53,62.65,4.82,True
0,Vanilla Cold Brew with Sweet Cold Foam - Small,16 oz.,80.0,2.5,1.5,0.0,10.0,30.0,13.0,0.0,11.0,10.0,1.0,0.0,143.0,34.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,22.5,52.0,4.0,78.5,28.66,66.24,5.1,True
1,Vanilla Cream Cold Brew - Large,32 oz.,130.0,12.0,6.0,0.0,35.0,65.0,2.0,0.0,2.0,0.0,2.0,1.0,348.0,75.0,0.0,Cold Brew Coffee,12-15-2022,iced,32,108.0,8.0,8.0,124.0,87.1,6.45,6.45,True
2,Vanilla Cream Cold Brew - Medium,24 oz.,100.0,9.0,4.5,0.0,25.0,45.0,2.0,0.0,1.0,0.0,2.0,0.0,260.0,56.0,0.0,Cold Brew Coffee,12-15-2022,iced,24,81.0,8.0,8.0,97.0,83.51,8.25,8.25,True
3,Vanilla Cream Cold Brew - Small,16 oz.,60.0,6.0,3.0,0.0,20.0,30.0,1.0,0.0,1.0,0.0,1.0,0.0,174.0,38.0,0.0,Cold Brew Coffee,12-15-2022,iced,16,54.0,4.0,4.0,62.0,87.1,6.45,6.45,True
0,"Chicken, Bacon & Cheese Croissant Stuffer",1 Croissant,330.0,18.0,10.0,0.0,55.0,710.0,29.0,3.0,6.0,3.0,14.0,2.0,197.0,146.0,2.0,Croissant Stuffers,12-15-2022,,,162.0,116.0,56.0,334.0,48.5,34.73,16.77,True
0,Brownie Batter Donut,1 Donut,330.0,14.0,6.0,0.0,0.0,320.0,48.0,2.0,25.0,24.0,5.0,0.0,110.0,17.0,2.0,Donuts,12-15-2022,,,126.0,192.0,20.0,338.0,37.28,56.8,5.92,True
1,Cupid's Choice Donut,1 Donut,290.0,11.0,5.0,0.0,0.0,340.0,43.0,1.0,20.0,20.0,4.0,0.0,64.0,13.0,2.0,Donuts,12-15-2022,,,99.0,172.0,16.0,287.0,34.49,59.93,5.57,True
2,Dunk O Lantern Donut,1 Donut,360.0,18.0,7.0,0.0,0.0,330.0,45.0,1.0,25.0,24.0,4.0,0.0,31.0,12.0,1.0,Donuts,12-15-2022,,,162.0,180.0,16.0,358.0,45.25,50.28,4.47,True
3,Heart Shaped Brownie Batter Donut,1 Donut,330.0,14.0,6.0,0.0,0.0,320.0,48.0,2.0,25.0,24.0,5.0,0.0,117.0,18.0,2.0,Donuts,12-15-2022,,,126.0,192.0,20.0,338.0,37.28,56.8,5.92,True
0,#ALLCAPS Donut,1 Donut,270.0,11.0,4.5,0.0,0.0,290.0,37.0,1.0,16.0,16.0,4.0,0.0,59.0,12.0,2.0,Donuts - Regional,12-15-2022,,,99.0,148.0,16.0,263.0,37.64,56.27,6.08,True
1,Chocolate Frosted with Chocolate Sprinkles Donut,1 Donut,270.0,12.0,5.0,0.0,0.0,290.0,36.0,1.0,15.0,14.0,5.0,0.0,85.0,13.0,2.0,Donuts - Regional,12-15-2022,,,108.0,144.0,20.0,272.0,39.71,52.94,7.35,True
2,Forever New England Donut,1 Donut,270.0,12.0,5.0,0.0,0.0,280.0,37.0,1.0,15.0,15.0,4.0,0.0,59.0,12.0,2.0,Donuts - Regional,12-15-2022,,,108.0,148.0,16.0,272.0,39.71,54.41,5.88,True
3,Go Hornets Donut,1 Donut,270.0,12.0,5.0,0.0,0.0,280.0,37.0,1.0,15.0,15.0,4.0,0.0,58.0,12.0,2.0,Donuts - Regional,12-15-2022,,,108.0,148.0,16.0,272.0,39.71,54.41,5.88,True
4,Go Tarheels Donut,1 Donut,270.0,12.0,5.0,0.0,0.0,280.0,37.0,1.0,15.0,15.0,4.0,0.0,58.0,12.0,2.0,Donuts - Regional,12-15-2022,,,108.0,148.0,16.0,272.0,39.71,54.41,5.88,True
5,Guava Donut,1 Donut,240.0,10.0,4.0,0.0,0.0,280.0,32.0,1.0,12.0,11.0,4.0,1.0,72.0,12.0,2.0,Donuts - Regional,12-15-2022,,,90.0,128.0,16.0,234.0,38.46,54.7,6.84,True
6,Inter Miami Donut,1 Donut,270.0,11.0,4.5,0.0,0.0,280.0,37.0,1.0,17.0,16.0,4.0,0.0,59.0,12.0,2.0,Donuts - Regional,12-15-2022,,,99.0,148.0,16.0,263.0,37.64,56.27,6.08,True
7,Pittsburgh Crème Donut,1 Donut,350.0,16.0,7.0,0.0,0.0,310.0,47.0,1.0,26.0,25.0,5.0,1.0,81.0,13.0,2.0,Donuts - Regional,12-15-2022,,,144.0,188.0,20.0,352.0,40.91,53.41,5.68,True
8,Pittsburgh Penguins Donut,1 Donut,270.0,12.0,5.0,0.0,0.0,290.0,36.0,1.0,15.0,14.0,4.0,0.0,75.0,13.0,2.0,Donuts - Regional,12-15-2022,,,108.0,144.0,16.0,268.0,40.3,53.73,5.97,True
0,Poe's Purple Donut,1 Donut,270.0,11.0,4.5,0.0,0.0,290.0,37.0,1.0,16.0,16.0,4.0,0.0,63.0,12.0,2.0,Donuts - Regional,12-15-2022,,,99.0,148.0,16.0,263.0,37.64,56.27,6.08,True
1,Raven's Flock Donut,1 Donut,350.0,16.0,7.0,0.0,0.0,300.0,47.0,1.0,26.0,25.0,5.0,1.0,75.0,12.0,2.0,Donuts - Regional,12-15-2022,,,144.0,188.0,20.0,352.0,40.91,53.41,5.68,True
0,Brownie Batter Swirl Hot Coffee with Black - Extra Large, oz.,270.0,0.5,0.5,0.0,0.0,170.0,64.0,2.0,58.0,58.0,3.0,0.0,606.0,25.0,11.0,Hot Coffee,12-15-2022,hot,,4.5,256.0,12.0,272.5,1.65,93.94,4.4,True
1,Brownie Batter Swirl Hot Coffee with Black - Large,20 oz.,220.0,0.5,0.0,0.0,0.0,140.0,51.0,1.0,46.0,46.0,2.0,0.0,490.0,20.0,9.0,Hot Coffee,12-15-2022,hot,20,4.5,204.0,8.0,216.5,2.08,94.23,3.7,True
2,Brownie Batter Swirl Hot Coffee with Black - Medium,14 oz.,160.0,0.0,0.0,0.0,0.0,105.0,39.0,1.0,35.0,35.0,2.0,0.0,374.0,15.0,7.0,Hot Coffee,12-15-2022,hot,14,0.0,156.0,8.0,164.0,0.0,95.12,4.88,True
3,Brownie Batter Swirl Hot Coffee with Black - Small,10 oz.,110.0,0.0,0.0,0.0,0.0,70.0,26.0,1.0,23.0,23.0,1.0,0.0,284.0,12.0,5.0,Hot Coffee,12-15-2022,hot,10,0.0,104.0,4.0,108.0,0.0,96.3,3.7,True
4,Brownie Batter Swirl Hot Coffee with Cream - Extra Large, oz.,420.0,15.0,8.0,0.0,45.0,230.0,66.0,2.0,60.0,58.0,5.0,1.0,677.0,92.0,12.0,Hot Coffee,12-15-2022,hot,,135.0,264.0,20.0,419.0,32.22,63.01,4.77,True
5,Brownie Batter Swirl Hot Coffee with Cream - Large,20 oz.,330.0,12.0,7.0,0.0,35.0,180.0,53.0,1.0,48.0,46.0,4.0,1.0,546.0,74.0,9.0,Hot Coffee,12-15-2022,hot,20,108.0,212.0,16.0,336.0,32.14,63.1,4.76,True
6,Brownie Batter Swirl Hot Coffee with Cream - Medium,14 oz.,250.0,9.0,5.0,0.0,25.0,135.0,40.0,1.0,36.0,35.0,3.0,0.0,416.0,56.0,7.0,Hot Coffee,12-15-2022,hot,14,81.0,160.0,12.0,253.0,32.02,63.24,4.74,True
7,Brownie Batter Swirl Hot Coffee with Cream - Small,10 oz.,170.0,6.0,3.5,0.0,20.0,90.0,27.0,1.0,24.0,23.0,2.0,0.0,312.0,39.0,5.0,Hot Coffee,12-15-2022,hot,10,54.0,108.0,8.0,170.0,31.76,63.53,4.71,True
8,Hazelnut Hot Coffee - Extra Large, oz.,15.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,285.0,12.0,0.0,Hot Coffee,12-15-2022,hot,,0.0,4.0,4.0,8.0,0.0,50.0,50.0,True
9,Hazelnut Hot Coffee - Large,20 oz.,15.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,233.0,10.0,0.0,Hot Coffee,12-15-2022,hot,20,0.0,4.0,4.0,8.0,0.0,50.0,50.0,True
10,Hazelnut Hot Coffee - Medium,14 oz.,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,7.0,0.0,Hot Coffee,12-15-2022,hot,14,0.0,0.0,0.0,0.0,,,,True
11,Hazelnut Hot Coffee - Small,10 oz.,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,6.0,0.0,Hot Coffee,12-15-2022,hot,10,0.0,0.0,0.0,0.0,,,,True
0,Brown Butter Toffee Hot Latte with Skim Milk - Large,20 oz.,270.0,0.0,0.0,0.0,5.0,190.0,54.0,0.0,51.0,32.0,12.0,4.0,761.0,512.0,1.0,Hot Latte,12-15-2022,hot,20,0.0,216.0,48.0,264.0,0.0,81.82,18.18,True
1,Brown Butter Toffee Hot Latte with Skim Milk - Medium,14 oz.,200.0,0.0,0.0,0.0,5.0,140.0,40.0,0.0,38.0,24.0,9.0,3.0,566.0,384.0,1.0,Hot Latte,12-15-2022,hot,14,0.0,160.0,36.0,196.0,0.0,81.63,18.37,True
2,Brown Butter Toffee Hot Latte with Skim Milk - Small,10 oz.,140.0,0.0,0.0,0.0,5.0,95.0,27.0,0.0,25.0,16.0,6.0,2.0,381.0,256.0,1.0,Hot Latte,12-15-2022,hot,10,0.0,108.0,24.0,132.0,0.0,81.82,18.18,True
3,Brown Butter Toffee Hot Latte with Whole Milk - Large,20 oz.,370.0,12.0,7.0,0.0,35.0,190.0,53.0,0.0,50.0,32.0,12.0,5.0,671.0,477.0,1.0,Hot Latte,12-15-2022,hot,20,108.0,212.0,48.0,368.0,29.35,57.61,13.04,True
0,Brown Butter Toffee Hot Latte with Whole Milk - Medium,14 oz.,280.0,9.0,5.0,0.0,25.0,140.0,40.0,0.0,37.0,24.0,9.0,4.0,499.0,358.0,1.0,Hot Latte,12-15-2022,hot,14,81.0,160.0,36.0,277.0,29.24,57.76,13.0,True
1,Brown Butter Toffee Hot Latte with Whole Milk - Small,10 oz.,180.0,6.0,3.5,0.0,20.0,95.0,27.0,0.0,25.0,16.0,6.0,2.0,336.0,239.0,1.0,Hot Latte,12-15-2022,hot,10,54.0,108.0,24.0,186.0,29.03,58.06,12.9,True
2,Brownie Batter Signature Hot Latte with Skim Milk - Large,20 oz.,460.0,8.0,5.0,0.0,25.0,300.0,85.0,1.0,72.0,54.0,15.0,5.0,986.0,480.0,9.0,Hot Latte,12-15-2022,hot,20,72.0,340.0,60.0,472.0,15.25,72.03,12.71,False
3,Brownie Batter Signature Hot Latte with Skim Milk - Medium,14 oz.,370.0,7.0,5.0,0.0,20.0,230.0,66.0,1.0,56.0,42.0,11.0,3.0,743.0,363.0,7.0,Hot Latte,12-15-2022,hot,14,63.0,264.0,44.0,371.0,16.98,71.16,11.86,True
4,Brownie Batter Signature Hot Latte with Skim Milk - Small,10 oz.,280.0,7.0,4.5,0.0,20.0,160.0,49.0,1.0,40.0,30.0,8.0,2.0,510.0,247.0,5.0,Hot Latte,12-15-2022,hot,10,63.0,196.0,32.0,291.0,21.65,67.35,11.0,False
5,Brownie Batter Signature Hot Latte with Whole Milk - Large,20 oz.,560.0,19.0,12.0,0.5,55.0,310.0,84.0,1.0,72.0,54.0,14.0,5.0,897.0,445.0,9.0,Hot Latte,12-15-2022,hot,20,171.0,336.0,56.0,563.0,30.37,59.68,9.95,True
6,Brownie Batter Signature Hot Latte with Whole Milk - Medium,14 oz.,440.0,16.0,10.0,0.0,45.0,230.0,66.0,1.0,55.0,42.0,10.0,4.0,675.0,337.0,7.0,Hot Latte,12-15-2022,hot,14,144.0,264.0,40.0,448.0,32.14,58.93,8.93,True
7,Brownie Batter Signature Hot Latte with Whole Milk - Small,10 oz.,330.0,12.0,8.0,0.0,35.0,160.0,48.0,1.0,39.0,30.0,7.0,3.0,465.0,230.0,5.0,Hot Latte,12-15-2022,hot,10,108.0,192.0,28.0,328.0,32.93,58.54,8.54,True
8,Mocha Raspberry Hot Latte with Skim Milk - Large,20 oz.,350.0,1.0,0.5,0.0,5.0,200.0,73.0,2.0,64.0,46.0,14.0,4.0,1016.0,460.0,2.0,Hot Latte,12-15-2022,hot,20,9.0,292.0,56.0,357.0,2.52,81.79,15.69,True
9,Mocha Raspberry Hot Latte with Skim Milk - Medium,14 oz.,260.0,1.0,0.5,0.0,5.0,150.0,55.0,2.0,48.0,34.0,10.0,3.0,757.0,345.0,1.0,Hot Latte,12-15-2022,hot,14,9.0,220.0,40.0,269.0,3.35,81.78,14.87,True
10,Mocha Raspberry Hot Latte with Skim Milk - Small,10 oz.,180.0,0.5,0.0,0.0,5.0,100.0,37.0,1.0,32.0,23.0,7.0,2.0,508.0,230.0,1.0,Hot Latte,12-15-2022,hot,10,4.5,148.0,28.0,180.5,2.49,81.99,15.51,True
11,Mocha Raspberry Hot Latte with Whole Milk - Large,20 oz.,450.0,13.0,7.0,0.0,35.0,200.0,73.0,2.0,63.0,46.0,13.0,5.0,926.0,426.0,2.0,Hot Latte,12-15-2022,hot,20,117.0,292.0,52.0,461.0,25.38,63.34,11.28,False
12,Mocha Raspberry Hot Latte with Whole Milk - Medium,14 oz.,340.0,10.0,6.0,0.0,25.0,150.0,55.0,2.0,47.0,34.0,10.0,4.0,690.0,319.0,1.0,Hot Latte,12-15-2022,hot,14,90.0,220.0,40.0,350.0,25.71,62.86,11.43,True
13,Mocha Raspberry Hot Latte with Whole Milk - Small,10 oz.,230.0,6.0,3.5,0.0,20.0,100.0,36.0,1.0,32.0,23.0,7.0,2.0,463.0,213.0,1.0,Hot Latte,12-15-2022,hot,10,54.0,144.0,28.0,226.0,23.89,63.72,12.39,True
14,Vanilla Almondmilk Latte - Large,20 oz.,140.0,3.5,0.0,0.0,0.0,240.0,23.0,1.0,19.0,19.0,2.0,4.0,344.0,688.0,1.0,Hot Latte,12-15-2022,hot,20,31.5,92.0,8.0,131.5,23.95,69.96,6.08,True
15,Vanilla Almondmilk Latte - Medium,14 oz.,100.0,2.5,0.0,0.0,0.0,180.0,17.0,1.0,15.0,14.0,1.0,3.0,254.0,516.0,1.0,Hot Latte,12-15-2022,hot,14,22.5,68.0,4.0,94.5,23.81,71.96,4.23,True
16,Vanilla Almondmilk Latte - Small,10 oz.,70.0,2.0,0.0,0.0,0.0,120.0,11.0,0.0,10.0,10.0,1.0,2.0,172.0,344.0,1.0,Hot Latte,12-15-2022,hot,10,18.0,44.0,4.0,66.0,27.27,66.67,6.06,True
0,Brownie Batter Swirl Iced Coffee with Black - Large,32 oz.,220.0,0.5,0.0,0.0,0.0,150.0,51.0,1.0,46.0,46.0,2.0,0.0,531.0,31.0,9.0,Iced Coffee,12-15-2022,iced,32,4.5,204.0,8.0,216.5,2.08,94.23,3.7,True
1,Brownie Batter Swirl Iced Coffee with Black - Medium,24 oz.,160.0,0.0,0.0,0.0,0.0,110.0,39.0,1.0,35.0,35.0,2.0,0.0,398.0,23.0,7.0,Iced Coffee,12-15-2022,iced,24,0.0,156.0,8.0,164.0,0.0,95.12,4.88,True
2,Brownie Batter Swirl Iced Coffee with Black - Small,16 oz.,110.0,0.0,0.0,0.0,0.0,75.0,26.0,1.0,23.0,23.0,1.0,0.0,265.0,16.0,5.0,Iced Coffee,12-15-2022,iced,16,0.0,104.0,4.0,108.0,0.0,96.3,3.7,True
0,Brownie Batter Swirl Iced Coffee with Cream - Large,32 oz.,330.0,12.0,7.0,0.0,35.0,190.0,53.0,1.0,48.0,46.0,4.0,1.0,586.0,85.0,9.0,Iced Coffee,12-15-2022,iced,32,108.0,212.0,16.0,336.0,32.14,63.1,4.76,True
1,Brownie Batter Swirl Iced Coffee with Cream - Medium,24 oz.,250.0,9.0,5.0,0.0,25.0,140.0,40.0,1.0,36.0,35.0,3.0,0.0,439.0,63.0,7.0,Iced Coffee,12-15-2022,iced,24,81.0,160.0,12.0,253.0,32.02,63.24,4.74,True
2,Brownie Batter Swirl Iced Coffee with Cream - Small,16 oz.,170.0,6.0,3.5,0.0,20.0,95.0,27.0,1.0,24.0,23.0,2.0,0.0,293.0,43.0,5.0,Iced Coffee,12-15-2022,iced,16,54.0,108.0,8.0,170.0,31.76,63.53,4.71,True
3,Hazelnut Iced Coffee - Large,32 oz.,15.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,275.0,21.0,0.0,Iced Coffee,12-15-2022,iced,32,0.0,4.0,4.0,8.0,0.0,50.0,50.0,True
4,Hazelnut Iced Coffee - Medium,24 oz.,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,15.0,0.0,Iced Coffee,12-15-2022,iced,24,0.0,0.0,0.0,0.0,,,,True
5,Hazelnut Iced Coffee - Small,16 oz.,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,11.0,0.0,Iced Coffee,12-15-2022,iced,16,0.0,0.0,0.0,0.0,,,,True
0,Brown Butter Toffee Iced Latte with Skim Milk - Large,32 oz.,270.0,0.0,0.0,0.0,5.0,200.0,54.0,0.0,51.0,32.0,12.0,4.0,766.0,527.0,1.0,Iced Latte,12-15-2022,iced,32,0.0,216.0,48.0,264.0,0.0,81.82,18.18,True
1,Brown Butter Toffee Iced Latte with Skim Milk - Medium,24 oz.,200.0,0.0,0.0,0.0,5.0,150.0,40.0,0.0,38.0,24.0,9.0,3.0,570.0,395.0,1.0,Iced Latte,12-15-2022,iced,24,0.0,160.0,36.0,196.0,0.0,81.63,18.37,True
2,Brown Butter Toffee Iced Latte with Skim Milk - Small,16 oz.,140.0,0.0,0.0,0.0,5.0,100.0,27.0,0.0,25.0,16.0,6.0,2.0,383.0,264.0,1.0,Iced Latte,12-15-2022,iced,16,0.0,108.0,24.0,132.0,0.0,81.82,18.18,True
3,Brown Butter Toffee Iced Latte with Whole Milk - Large,32 oz.,370.0,12.0,7.0,0.0,35.0,210.0,53.0,0.0,50.0,32.0,12.0,5.0,677.0,493.0,1.0,Iced Latte,12-15-2022,iced,32,108.0,212.0,48.0,368.0,29.35,57.61,13.04,True
4,Brown Butter Toffee Iced Latte with Whole Milk - Medium,24 oz.,280.0,9.0,5.0,0.0,25.0,150.0,40.0,0.0,37.0,24.0,9.0,4.0,503.0,369.0,1.0,Iced Latte,12-15-2022,iced,24,81.0,160.0,36.0,277.0,29.24,57.76,13.0,True
5,Brown Butter Toffee Iced Latte with Whole Milk - Small,16 oz.,180.0,6.0,3.5,0.0,20.0,105.0,27.0,0.0,25.0,16.0,6.0,2.0,338.0,247.0,1.0,Iced Latte,12-15-2022,iced,16,54.0,108.0,24.0,186.0,29.03,58.06,12.9,True
6,Brownie Batter Signature Iced Latte with Skim Milk - Large,32 oz.,460.0,8.0,5.0,0.0,25.0,320.0,85.0,1.0,72.0,54.0,15.0,5.0,992.0,495.0,9.0,Iced Latte,12-15-2022,iced,32,72.0,340.0,60.0,472.0,15.25,72.03,12.71,False
7,Brownie Batter Signature Iced Latte with Skim Milk - Medium,24 oz.,370.0,7.0,5.0,0.0,20.0,240.0,66.0,1.0,56.0,42.0,11.0,3.0,746.0,374.0,7.0,Iced Latte,12-15-2022,iced,24,63.0,264.0,44.0,371.0,16.98,71.16,11.86,True
8,Brownie Batter Signature Iced Latte with Skim Milk - Small,16 oz.,280.0,7.0,4.5,0.0,20.0,160.0,49.0,1.0,40.0,30.0,8.0,2.0,513.0,255.0,5.0,Iced Latte,12-15-2022,iced,16,63.0,196.0,32.0,291.0,21.65,67.35,11.0,False
9,Brownie Batter Signature Iced Latte with Whole Milk - Large,32 oz.,560.0,19.0,12.0,0.5,55.0,320.0,84.0,1.0,72.0,54.0,14.0,5.0,902.0,461.0,9.0,Iced Latte,12-15-2022,iced,32,171.0,336.0,56.0,563.0,30.37,59.68,9.95,True
10,Brownie Batter Signature Iced Latte with Whole Milk - Medium,24 oz.,440.0,16.0,10.0,0.0,45.0,240.0,66.0,1.0,55.0,42.0,10.0,4.0,679.0,348.0,7.0,Iced Latte,12-15-2022,iced,24,144.0,264.0,40.0,448.0,32.14,58.93,8.93,True
11,Brownie Batter Signature Iced Latte with Whole Milk - Small,16 oz.,330.0,12.0,8.0,0.0,35.0,160.0,48.0,1.0,39.0,30.0,7.0,3.0,468.0,238.0,5.0,Iced Latte,12-15-2022,iced,16,108.0,192.0,28.0,328.0,32.93,58.54,8.54,True
12,Iced Vanilla Matcha with Sweet Cold Foam - Large,32 oz.,460.0,16.0,9.0,0.0,50.0,200.0,63.0,2.0,59.0,40.0,14.0,9.0,547.0,466.0,0.0,Iced Latte,12-15-2022,iced,32,144.0,252.0,56.0,452.0,31.86,55.75,12.39,True
13,Iced Vanilla Matcha with Sweet Cold Foam - Medium,24 oz.,340.0,12.0,7.0,0.0,35.0,150.0,46.0,2.0,43.0,29.0,11.0,6.0,406.0,346.0,0.0,Iced Latte,12-15-2022,iced,24,108.0,184.0,44.0,336.0,32.14,54.76,13.1,True
0,Iced Vanilla Matcha with Sweet Cold Foam - Small,16 oz.,250.0,9.0,5.0,0.0,25.0,110.0,35.0,1.0,32.0,22.0,7.0,4.0,284.0,240.0,0.0,Iced Latte,12-15-2022,iced,16,81.0,140.0,28.0,249.0,32.53,56.22,11.24,True
0,Kosher Bacon Avocado Tomato Sandwich,1 Sandwich,450.0,16.0,2.5,0.0,0.0,1200.0,65.0,9.0,5.0,0.0,13.0,0.0,690.0,44.0,5.0,Kosher Sandwiches and Wraps,12-15-2022,,,144.0,260.0,52.0,456.0,31.58,57.02,11.4,True
1,Kosher Sweet Black Pepper Bacon Breakfast Sandwich,1 Sandwich,670.0,43.0,16.0,0.0,185.0,970.0,49.0,2.0,11.0,10.0,21.0,4.0,198.0,212.0,4.0,Kosher Sandwiches and Wraps,12-15-2022,,,387.0,196.0,84.0,667.0,58.02,29.39,12.59,True
2,Kosher Sweet Black Pepper Bacon Wake-Up Wrap,1 Wrap,280.0,17.0,7.0,0.0,105.0,580.0,19.0,1.0,3.0,3.0,12.0,1.0,97.0,208.0,2.0,Kosher Sandwiches and Wraps,12-15-2022,,,153.0,76.0,48.0,277.0,55.23,27.44,17.33,True
0,Bacon & Cheddar Omelet Bites,2 Omelet Bites,280.0,19.0,10.0,0.5,185.0,520.0,7.0,0.0,2.0,0.0,17.0,5.0,156.0,238.0,1.0,Omelet Bites,12-15-2022,,,171.0,28.0,68.0,267.0,64.04,10.49,25.47,False
1,Egg White & Veggie Omelet Bites,2 Omelet Bites,180.0,11.0,7.0,0.0,30.0,460.0,7.0,0.0,2.0,0.0,13.0,0.0,179.0,204.0,0.0,Omelet Bites,12-15-2022,,,99.0,28.0,52.0,179.0,55.31,15.64,29.05,True
0,Bacon Avocado Tomato Sandwich,1 Sandwich,480.0,18.0,4.0,0.0,20.0,1240.0,64.0,8.0,6.0,1.0,17.0,0.0,766.0,37.0,4.0,Sandwiches,12-15-2022,,,162.0,256.0,68.0,486.0,33.33,52.67,13.99,True
